order_id,order_date,customer_id,product_id,quantity,price_x,discount_pct,discount_value,shipping_cost,cost_of_goods_sold,revenue,profit,payment_method,marketing_channel,campaign,order_status,delivery_time_days,churn_risk_score,propensity_to_buy,customer_name,email,age,gender,city,state,acquisition_cost,product_category,product_name,price_y,cost_of_goods_sold_pct
O5771,2025-02-07,C1583,P2008,1,122.69,0.0,0.0,12.5,46.62,135.19,63.57,Pix,Email,,Cancelled,5,0.12681991412231164,0.49895593024673834,Pedro Costa,pedro.costa583@example.com,50,Female,Brasília,MG,5.46,Home,Cotton Bedsheet,122.69,0.38
O5772,2024-10-28,C1076,P2014,1,251.75,0.0,0.0,5.0,108.25,256.75,138.5,Boleto,Social (Instagram),Holiday Promo,Delivered,3,0.8928621747867501,0.41361185134603007,Bruno Gomes,bruno.gomes76@example.com,40,Male,Curitiba,SP,37.52,Fashion,Sunglasses,251.75,0.43
O5773,2025-08-29,C1195,P2021,1,304.91,0.1,30.49,5.0,201.24,279.42,68.18,Boleto,Social (Instagram),New Launch,Returned,5,0.3440985680700591,0.24569727122553853,Mateus Barbosa,mateus.barbosa195@example.com,40,Male,Salvador,PE,25.49,Sports,Running Shorts,304.91,0.66
O5774,2025-06-08,C1152,P2018,1,415.53,0.05,20.78,9.9,241.01,404.65,143.84,PayPal,Organic Search,,Delivered,3,0.7903857685573801,0.5913097505532973,Rafael Santos,rafael.santos152@example.com,53,Male,Curitiba,RS,45.61,Beauty,Lipstick,415.53,0.58
O5775,2025-07-17,C1210,P2009,1,214.64,0.0,0.0,5.0,137.37,219.64,72.27,PayPal,Affiliate,New Launch,Delivered,3,0.5949746188998679,0.6442026287037105,Eduardo Souza,eduardo.souza210@example.com,23,Non-binary,Recife,RJ,49.58,Home,Kitchen Knife,214.64,0.64
O5776,2025-01-19,C1584,P2005,1,396.7,0.15,59.5,5.0,257.86,342.2,74.34,Boleto,Organic Search,Summer Sale,Cancelled,2,0.48567737837448655,0.7792226374505077,Daniel Oliveira,daniel.oliveira584@example.com,47,Female,Porto Alegre,SP,34.23,Home,Ceramic Mug,396.7,0.65
O5777,2025-05-08,C1283,P2001,1,18.94,0.1,1.89,0.0,11.17,17.05,5.88,Credit Card,Direct,Summer Sale,Delivered,5,0.13977656251926351,0.5433244426832805,Laura Ramos,laura.ramos283@example.com,26,Male,Brasília,DF,15.86,Electronics,Smartphone Case,18.94,0.59
O5778,2025-01-15,C1294,P2020,2,175.28,0.0,0.0,5.0,248.9,355.56,96.66,Debit Card,Paid Search,Abandoned Cart,Delivered,4,0.8046741100998877,0.5876452154024284,Paula Lima,paula.lima294@example.com,31,Female,Curitiba,RS,46.62,Sports,Yoga Mat,175.28,0.71
O5779,2025-10-01,C1350,P2005,1,396.7,0.0,0.0,12.5,257.86,409.2,126.34,Debit Card,Social (Instagram),Holiday Promo,Delivered,2,0.8849071778379367,0.90360396393808,Lucas Souza,lucas.souza350@example.com,55,Female,São Paulo,PE,31.98,Home,Ceramic Mug,396.7,0.65
O5780,2025-02-23,C1391,P2024,1,201.01,0.0,0.0,0.0,106.54,201.01,94.47,Boleto,Social (Facebook),,Delivered,2,0.2717395552131021,0.9399966221560941,Camila Souza,camila.souza391@example.com,59,Male,Recife,DF,49.02,Sports,Fitness Tracker,201.01,0.53
O5781,2025-01-27,C1483,P2009,2,214.64,0.05,21.46,5.0,274.74,412.82,128.08,Pix,Email,,Cancelled,10,0.8409240508799961,0.7792955534189171,Marina Lima,marina.lima483@example.com,26,Female,São Paulo,SP,44.87,Home,Kitchen Knife,214.64,0.64
O5782,2025-05-21,C1425,P2016,1,335.99,0.0,0.0,9.9,188.15,345.89,137.94,PayPal,Social (Facebook),,Delivered,4,0.826083498284002,0.32156015761792733,Thiago Almeida,thiago.almeida425@example.com,44,Female,Salvador,RS,8.18,Beauty,Sunscreen,335.99,0.56
O5783,2025-10-08,C1520,P2014,1,251.75,0.0,0.0,12.5,108.25,264.25,131.0,Pix,Direct,Summer Sale,Delivered,3,0.8338395250407253,0.4802234385827383,Rafael Barbosa,rafael.barbosa520@example.com,43,Male,Porto Alegre,CE,39.1,Fashion,Sunglasses,251.75,0.43
O5784,2025-08-07,C1412,P2011,1,50.3,0.0,0.0,9.9,36.72,60.2,3.68,Pix,Organic Search,,Delivered,4,0.1883417364059028,0.3573433794960814,Daniel Rodrigues,daniel.rodrigues412@example.com,44,Male,Belo Horizonte,SP,41.5,Fashion,Jeans,50.3,0.73
O5785,2024-11-11,C1025,P2014,1,251.75,0.15,37.76,9.9,108.25,223.89,95.84,Boleto,Direct,,Delivered,10,0.1267900460042849,0.1352574124810968,Carla Nascimento,carla.nascimento25@example.com,41,Male,Salvador,PE,19.45,Fashion,Sunglasses,251.75,0.43
O5786,2024-11-23,C1499,P2016,1,335.99,0.2,67.2,12.5,188.15,281.29,68.14,,Affiliate,Holiday Promo,Delivered,3,0.9873914618902996,0.9547090692700231,Eduardo Souza,eduardo.souza499@example.com,67,Male,Porto Alegre,PR,28.52,Beauty,Sunscreen,335.99,0.56
O5787,2024-11-25,C1019,P2001,1,18.94,0.15,2.84,0.0,11.17,16.1,4.93,Pix,Social (Facebook),Summer Sale,Delivered,3,0.9406007728941984,0.5615337172053944,Beatriz Silva,beatriz.silva19@example.com,49,Male,Porto Alegre,RS,13.97,Electronics,Smartphone Case,18.94,0.59
O5788,2025-05-03,C1031,P2018,1,415.53,0.0,0.0,18.0,241.01,433.53,156.52,Credit Card,Organic Search,New Launch,Delivered,3,0.08733690842695041,0.628230561227349,Julia Ramos,julia.ramos31@example.com,65,Male,Brasília,BA,43.2,Beauty,Lipstick,415.53,0.58
O5789,2025-07-21,C1548,P2023,1,123.05,0.1,12.3,5.0,77.52,115.75,28.23,Pix,Organic Search,Holiday Promo,Delivered,4,0.513759930859405,0.5525071107797004,Pedro Almeida,pedro.almeida548@example.com,37,Female,Belo Horizonte,MG,29.7,Sports,Water Bottle,123.05,0.63
O5790,2025-03-09,C1201,P2011,3,50.3,0.05,7.54,5.0,110.16,148.36,28.2,Debit Card,Paid Search,,Delivered,3,0.5858815336898133,0.1163068996529022,Gustavo Lima,gustavo.lima201@example.com,20,Male,Recife,SC,5.14,Fashion,Jeans,50.3,0.73
O5791,2025-01-18,C1002,P2015,1,283.3,0.0,0.0,9.9,184.14,293.2,89.26,PayPal,Email,,Returned,2,0.8593758637463449,0.1782026926973177,Rafael Santos,rafael.santos2@example.com,19,Male,Salvador,RJ,10.8,Beauty,Facial Cleanser,283.3,0.65
O5792,2025-01-25,C1560,P2020,2,175.28,0.0,0.0,12.5,248.9,363.06,89.16,Pix,Paid Search,,Delivered,3,0.11072031244127212,0.143845526796753,Thiago Costa,thiago.costa560@example.com,58,Female,Brasília,BA,36.71,Sports,Yoga Mat,175.28,0.71
O5793,2025-08-09,C1028,P2020,2,175.28,0.0,0.0,5.0,248.9,355.56,96.66,PayPal,Affiliate,Holiday Promo,Delivered,2,0.8445508417709375,0.2948523214311326,Daniel Costa,daniel.costa28@example.com,49,Male,Belo Horizonte,RJ,23.49,Sports,Yoga Mat,175.28,0.71
O5794,2025-01-30,C1243,P2009,1,214.64,0.1,21.46,25.0,137.37,218.18,30.81,Pix,Social (Facebook),Holiday Promo,Delivered,4,0.16502066428725481,0.7924255052627366,Beatriz Fernandes,beatriz.fernandes243@example.com,39,Male,Curitiba,RJ,16.9,Home,Kitchen Knife,214.64,0.64
O5795,2024-12-14,C1582,P2014,1,251.75,0.15,37.76,9.9,108.25,223.89,95.84,,Direct,Holiday Promo,Delivered,2,0.5025914600672781,0.8945623246638775,Rafael Ramos,rafael.ramos582@example.com,34,Male,Curitiba,DF,31.06,Fashion,Sunglasses,251.75,0.43
O5796,2025-02-08,C1504,P2006,1,20.98,0.05,1.05,0.0,9.44,19.93,10.49,Pix,Affiliate,,Returned,2,0.5712864891347013,0.9878751003641074,Gustavo Lima,gustavo.lima504@example.com,22,Male,Brasília,SP,29.12,Home,Throw Pillow,20.98,0.45
O5797,2025-07-12,C1469,P2012,1,379.74,0.05,18.99,18.0,254.43,378.75,88.32,Credit Card,Social (Instagram),Holiday Promo,Delivered,3,0.3084981048862375,0.4405622273564941,Thiago Costa,thiago.costa469@example.com,54,Female,Salvador,RS,28.18,Fashion,Sneakers,379.74,0.67
O5798,2025-05-22,C1258,P2010,1,278.93,0.0,0.0,5.0,172.94,283.93,100.99,Pix,Affiliate,Holiday Promo,Delivered,3,0.2963000873898365,0.5187241695122685,Sofia Pereira,sofia.pereira258@example.com,58,Female,Florianópolis,MG,5.47,Fashion,T-Shirt,278.93,0.62
O5799,2025-05-12,C1027,P2015,1,283.3,0.1,28.33,12.5,184.14,267.47,58.33,Credit Card,Social (Instagram),,Delivered,4,0.13844650391645663,0.6931828290468832,Laura Silva,laura.silva27@example.com,34,Female,Rio de Janeiro,RJ,3.59,Beauty,Facial Cleanser,283.3,0.65
O5800,2025-06-22,C1076,P2009,2,214.64,0.0,0.0,12.5,274.74,441.78,142.04,Debit Card,Direct,Abandoned Cart,Delivered,3,0.507327835452303,0.8772656838615345,Bruno Gomes,bruno.gomes76@example.com,40,Male,Curitiba,SP,37.52,Home,Kitchen Knife,214.64,0.64
O5801,2025-05-14,C1093,P2006,1,20.98,0.1,2.1,5.0,9.44,23.88,4.44,Pix,Email,Holiday Promo,Delivered,3,0.9417448505904265,0.7962485249379031,Beatriz Almeida,beatriz.almeida93@example.com,31,Female,São Paulo,PR,20.44,Home,Throw Pillow,20.98,0.45
O5802,2025-03-01,C1511,P2007,1,108.27,0.0,0.0,12.5,49.8,120.77,45.97,Debit Card,Affiliate,,Delivered,2,0.8293537835609116,0.41356885437245106,Rafael Santos,rafael.santos511@example.com,58,Female,Rio de Janeiro,MG,4.51,Home,LED Lamp,108.27,0.46
O5803,2025-04-05,C1429,P2014,1,251.75,0.05,12.59,0.0,108.25,239.16,130.91,,Social (Facebook),,Delivered,3,0.003490555129878059,0.6843832167667768,Rafael Carvalho,rafael.carvalho429@example.com,36,Male,Recife,BA,5.28,Fashion,Sunglasses,251.75,0.43
O5804,2024-12-26,C1397,P2002,2,281.78,0.0,0.0,18.0,343.77,581.56,201.79,PayPal,Paid Search,,Delivered,4,0.27852893456331385,0.8811111998875139,Eduardo Lima,eduardo.lima397@example.com,39,Male,Rio de Janeiro,SC,21.76,Electronics,Portable Charger,281.78,0.61
O5805,2025-04-14,C1504,P2006,1,20.98,0.15,3.15,-5.0,9.44,22.83,3.39,Boleto,Social (Facebook),,Delivered,3,0.6932972984104057,0.8325805182734687,Gustavo Lima,gustavo.lima504@example.com,22,Male,Brasília,SP,29.12,Home,Throw Pillow,20.98,0.45
O5806,2025-08-14,C1577,P2006,1,20.98,0.2,4.2,18.0,9.44,34.78,-10.66,Credit Card,Direct,Abandoned Cart,Cancelled,2,0.5163422374022563,0.05123905817004715,Camila Barbosa,camila.barbosa577@example.com,44,Female,Recife,MG,12.88,Home,Throw Pillow,20.98,0.45
O5807,2024-11-12,C1330,P2013,1,373.0,0.0,0.0,0.0,268.56,373.0,104.44,Debit Card,Direct,,Delivered,2,0.5894044796402619,0.24034526954833269,Daniel Almeida,daniel.almeida330@example.com,36,Female,Brasília,RJ,38.2,Fashion,Backpack,373.0,0.72
O5808,2025-07-26,C1094,P2012,1,379.74,0.05,18.99,18.0,254.43,378.75,88.32,Pix,Social (Facebook),Flash Sale,Delivered,2,0.33789831301587925,0.5961016059870188,Marina Silva,marina.silva94@example.com,40,Female,Florianópolis,PE,7.12,Fashion,Sneakers,379.74,0.67
O5809,2025-08-26,C1026,P2014,1,251.75,0.0,0.0,5.0,108.25,256.75,138.5,Credit Card,Social (Facebook),Abandoned Cart,Delivered,3,0.08807045488899556,0.47861190592301217,Bruno Barbosa,bruno.barbosa26@example.com,66,Female,Fortaleza,RJ,9.11,Fashion,Sunglasses,251.75,0.43
O5810,2024-11-21,C1567,P2004,2,54.76,0.1,10.95,9.9,47.09,108.47,41.58,Debit Card,Social (Instagram),,Delivered,3,0.24985399842425726,0.3050446017578259,Isabela Carvalho,isabela.carvalho567@example.com,26,Female,Florianópolis,BA,30.87,Electronics,Smartwatch,54.76,0.43
O5811,2024-12-14,C1598,P2000,1,203.97,0.15,30.6,0.0,130.54,173.37,42.83,Pix,Affiliate,Summer Sale,Delivered,2,0.0433207882819866,0.5833738533631974,Ana Costa,ana.costa598@example.com,63,Female,Salvador,BA,2.4,Electronics,Wireless Headphones,203.97,0.64
O5812,2024-11-24,C1049,P2014,1,251.75,0.2,50.35,12.5,108.25,213.9,80.65,Credit Card,Organic Search,,Pending,2,0.4127768504568897,0.3011994837860458,Lucas Souza,lucas.souza49@example.com,20,Male,Recife,RJ,49.52,Fashion,Sunglasses,251.75,0.43
O5813,2024-12-22,C1023,P2014,1,251.75,0.2,50.35,5.0,108.25,206.4,88.15,Debit Card,Email,,Delivered,2,0.06458968001222021,0.24921919314420538,Sofia Fernandes,sofia.fernandes23@example.com,50,Female,Brasília,RS,16.63,Fashion,Sunglasses,251.75,0.43
O5814,2024-12-10,C1204,P2013,1,373.0,0.1,37.3,0.0,268.56,335.7,67.14,Pix,Social (Facebook),Holiday Promo,Delivered,2,0.49688845374944113,0.5196237049537963,Bruno Barbosa,bruno.barbosa204@example.com,30,Male,Belo Horizonte,CE,4.53,Fashion,Backpack,373.0,0.72
O5815,2025-04-03,C1079,P2009,1,214.64,0.1,21.46,9.9,137.37,203.08,45.91,Boleto,Organic Search,Flash Sale,Delivered,4,0.8932959430303611,0.4658497939279531,Beatriz Silva,beatriz.silva79@example.com,36,Female,Fortaleza,RS,32.33,Home,Kitchen Knife,214.64,0.64
O5816,2024-12-14,C1467,P2013,1,373.0,0.2,74.6,5.0,268.56,303.4,24.84,PayPal,Email,Summer Sale,Delivered,7,0.36698930137977404,0.5420982120707388,Pedro Souza,pedro.souza467@example.com,21,Female,Salvador,SC,17.03,Fashion,Backpack,373.0,0.72
O5817,2025-01-18,C1530,P2016,1,335.99,0.0,0.0,5.0,188.15,340.99,142.84,Credit Card,Affiliate,Flash Sale,Delivered,3,0.616183076122384,0.22947314792857731,Gustavo Lima,gustavo.lima530@example.com,27,Female,Belo Horizonte,PR,45.51,Beauty,Sunscreen,335.99,0.56
O5818,2025-07-07,C1170,P2007,1,108.27,0.0,0.0,9.9,49.8,118.17,48.57,Credit Card,Social (Facebook),,Delivered,5,0.9788642420510637,0.15939947815716904,Isabela Santos,isabela.santos170@example.com,40,Male,Rio de Janeiro,CE,3.3,Home,LED Lamp,108.27,0.46
O5819,2025-01-23,C1391,P2024,2,201.01,0.1,40.2,9.9,213.07,371.72,138.85,Debit Card,Direct,Holiday Promo,Returned,3,0.38172801589267746,0.9178209988757882,Camila Souza,camila.souza391@example.com,59,Male,Recife,DF,49.02,Sports,Fitness Tracker,201.01,0.53
O5820,2025-02-15,C1374,P2000,1,203.97,0.05,10.2,9.9,130.54,203.67,53.33,PayPal,Affiliate,Holiday Promo,Delivered,2,0.45912528633867367,0.20085935344123684,Felipe Santos,felipe.santos374@example.com,41,Male,Rio de Janeiro,MG,41.6,Electronics,Wireless Headphones,203.97,0.64
O5821,2024-12-05,C1061,P2015,3,283.3,0.05,42.5,5.0,552.44,812.4,249.96,Pix,Social (Instagram),Holiday Promo,Delivered,7,0.5163215306455217,0.030387912556572694,Sofia Ramos,sofia.ramos61@example.com,51,Female,Salvador,DF,15.44,Beauty,Facial Cleanser,283.3,0.65
O5822,2024-12-03,C1001,P2016,1,335.99,0.0,0.0,12.5,188.15,348.49,135.34,Credit Card,Email,,Cancelled,7,0.45593674857087263,0.2850220411070139,Sofia Souza,sofia.souza1@example.com,28,Female,Curitiba,RS,33.24,Beauty,Sunscreen,335.99,0.56
O5823,2025-01-20,C1159,P2002,1,281.78,0.05,14.09,5.0,171.89,272.69,90.8,Credit Card,Organic Search,New Launch,Delivered,2,0.46886509394261644,0.17910850658631783,Carla Costa,carla.costa159@example.com,68,Male,Curitiba,DF,11.87,Electronics,Portable Charger,281.78,0.61
O5824,2024-12-31,C1118,P2007,1,108.27,0.15,16.24,0.0,49.8,92.03,42.23,Debit Card,Direct,,Delivered,5,0.7069438716555685,0.11985614766539354,Rafael Lima,rafael.lima118@example.com,29,Female,Rao de Janeiro,SP,35.14,Home,LED Lamp,108.27,0.46
O5825,2024-11-29,C1215,P2019,1,249.17,0.1,24.92,9.9,114.62,234.15,99.73,Debit Card,Social (Facebook),Summer Sale,Returned,5,0.3857666951328803,0.35343467155650743,Felipe Carvalho,felipe.carvalho215@example.com,41,Male,Belo Horizonte,BA,37.9,Beauty,Nail Polish,249.17,0.46
O5826,2024-11-23,C1434,P2002,1,281.78,0.0,0.0,9.9,171.89,291.68,99.99,Debit Card,Direct,,Delivered,4,0.023270196068402305,0.9114225720815514,Laura Pereira,laura.pereira434@example.com,38,Male,Curitiba,RS,25.44,Electronics,Portable Charger,281.78,0.61
O5827,2025-02-11,C1258,P2016,1,335.99,0.15,50.4,18.0,188.15,303.59,79.44,Debit Card,Paid Search,Flash Sale,Returned,4,0.986527935705807,0.3238907394881504,Sofia Pereira,sofia.pereira258@example.com,58,Female,Florianópolis,MG,5.47,Beauty,Sunscreen,335.99,0.56
O5828,2025-07-28,C1468,P2006,2,20.98,0.0,0.0,12.5,18.88,54.46,10.58,PayPal,Paid Search,,Delivered,2,0.5960764065322205,0.2328372832041805,Julia Ramos,julia.ramos468@example.com,32,Female,Florianópolis,PR,19.78,Home,Throw Pillow,20.98,0.45
O5829,2025-02-16,C1073,P2018,1,415.53,0.05,20.78,0.0,241.01,394.75,153.74,,Affiliate,,Cancelled,2,0.8730514011126379,0.7332483024166768,Carla Nascimento,carla.nascimento73@example.com,58,Female,Florianópolis,PR,46.96,Beauty,Lipstick,415.53,0.58
O5830,2024-11-30,C1044,P2021,3,304.91,0.0,0.0,25.0,603.72,939.73,286.01,PayPal,Affiliate,Summer Sale,Delivered,2,0.03370513998816238,0.05577944456730777,Rafael Santos,rafael.santos44@example.com,38,Female,São Paulo,PR,25.96,Sports,Running Shorts,304.91,0.66
O5831,2025-03-17,C1267,P2004,1,54.76,0.0,0.0,9.9,23.55,64.66,21.31,Debit Card,Direct,,Delivered,2,0.7468777709240305,0.6887636281534197,Beatriz Rodrigues,beatriz.rodrigues267@example.com,45,Female,Curitiba,PR,39.13,Electronics,Smartwatch,54.76,0.43
O5832,2025-06-17,C1160,P2009,1,214.64,0.0,0.0,5.0,137.37,219.64,72.27,Debit Card,Direct,,Cancelled,2,0.13195211978946353,0.14673459601418593,Felipe Ramos,felipe.ramos160@example.com,43,Female,Porto Alegre,DF,46.3,Home,Kitchen Knife,214.64,0.64
O5833,2025-05-25,C1464,P2014,1,251.75,0.0,0.0,9.9,108.25,261.65,133.6,Pix,Affiliate,,Delivered,2,0.9539675291133327,0.7521815186839703,Julia Pereira,julia.pereira464@example.com,35,Male,São Paulo,SP,31.08,Fashion,Sunglasses,251.75,0.43
O5834,2024-10-25,C1320,P2010,1,278.93,0.15,41.84,12.5,172.94,249.59,51.65,PayPal,Direct,,Cancelled,3,0.4809651470396461,0.20342640665931733,Isabela Almeida,isabela.almeida320@example.com,26,Female,Belo Horizonte,RS,47.23,Fashion,T-Shirt,278.93,0.62
O5835,2025-06-22,C1590,P2009,1,214.64,0.2,42.93,18.0,137.37,189.71,16.34,Boleto,Paid Search,Abandoned Cart,Delivered,3,0.17277140765451893,0.10274861465058627,Gustavo Nascimento,gustavo.nascimento590@example.com,19,Female,Florianópolis,BA,30.97,Home,Kitchen Knife,214.64,0.64
O5836,2025-08-31,C1464,P2000,1,203.97,0.2,40.79,12.5,130.54,175.68,20.14,PayPal,Organic Search,Holiday Promo,Delivered,2,0.10711928590961806,0.147301598907847,Julia Pereira,julia.pereira464@example.com,35,Male,São Paulo,SP,31.08,Electronics,Wireless Headphones,203.97,0.64
O5837,2025-01-12,C1516,P2011,1,50.3,0.0,0.0,9.9,36.72,60.2,3.68,Debit Card,Email,,Delivered,7,0.6038917802947247,0.7654036301189817,Gustavo Oliveira,gustavo.oliveira516@example.com,18,Male,Belo Horizonte,DF,39.54,Fashion,Jeans,50.3,0.73
O5838,2025-07-09,C1200,P2000,1,203.97,0.1,20.4,9.9,130.54,193.47,43.13,Credit Card,Email,Flash Sale,Delivered,2,0.4911168892144302,0.8051111801159498,Daniel Ramos,daniel.ramos200@example.com,56,Female,Recise,MG,25.09,Electronics,Wireless Headphones,203.97,0.64
O5839,2025-08-28,C1423,P2011,1,50.3,0.1,5.03,5.0,36.72,50.27,3.55,Debit Card,Email,,Pending,4,0.33382706375228133,0.9856793486878944,Sofia Lima,sofia.lima423@example.com,31,Male,São Paulo,CE,4.84,Fashion,Jeans,50.3,0.73
O5840,2025-05-17,C1469,P2007,1,108.27,0.05,5.41,5.0,49.8,107.86,48.06,Pix,Social (Facebook),New Launch,Delivered,4,0.15365670297908962,0.11542743379225961,Thiago Costa,thiago.costa469@example.com,54,Female,Salvador,RS,28.18,Home,LED Lamp,108.27,0.46
O5841,2024-12-26,C1458,P2024,1,201.01,0.0,0.0,5.0,106.54,206.01,89.47,PayPal,Organic Search,Summer Sale,Delivered,3,0.5161557344665982,0.2923231951356884,Felipe Ramos,felipe.ramos458@example.com,48,Female,Recife,DF,20.59,Sports,Fitness Tracker,201.01,0.53
O5842,2025-09-05,C1166,P2005,1,396.7,0.1,39.67,18.0,257.86,375.03,81.17,Pix,Organic Search,Abandoned Cart,Delivered,10,0.7581355847924084,0.34905994763720827,Daniel Oliveira,daniel.oliveira166@example.com,49,Female,São Paulo,PE,16.11,Home,Ceramic Mug,396.7,0.65
O5843,2025-07-07,C1000,P2001,1,18.94,0.0,0.0,25.0,11.17,43.94,-17.23,Credit Card,Social (Facebook),Holiday Promo,Delivered,2,0.33830094279015976,0.7935887778320901,Bruno Oliveira,bruno.oliveira0@example.com,56,Male,Recife,PR,9.49,Electronics,Smartphone Case,18.94,0.59
O5844,2025-08-08,C1285,P2000,1,203.97,0.05,10.2,12.5,130.54,206.27,,PayPal,Social (Instagram),,Delivered,4,0.578362769396548,0.8536695383193234,Camila Souza,camila.souza285@example.com,35,Male,Fortaleza,MG,20.03,Electronics,Wireless Headphones,203.97,0.64
O5845,2025-10-08,C1349,P2007,1,108.27,0.0,0.0,25.0,49.8,133.27,33.47,Pix,Organic Search,New Launch,Cancelled,5,0.4994414438939626,0.4291483349680473,Carla Rodrigues,carla.rodrigues349@example.com,60,Female,Curitiba,BA,14.72,Home,LED Lamp,108.27,0.46
O5846,2025-08-04,C1478,P2020,1,175.28,0.0,0.0,9.9,124.45,185.18,40.93,Debit Card,Direct,,Cancelled,2,0.7636838513340162,0.2909229245585728,Sofia Oliveira,sofia.oliveira478@example.com,45,Female,Recife,RS,3.65,Sports,Yoga Mat,175.28,0.71
O5847,2025-09-25,C1325,P2000,1,203.97,0.05,10.2,25.0,130.54,218.77,38.23,Credit Card,Direct,,Delivered,10,0.17665605851115596,0.4302141594188845,Carla Gomes,carla.gomes325@example.com,31,Male,Florianópolis,DF,25.01,Electronics,Wireless Headphones,203.97,0.64
O5848,2025-01-08,C1222,P2002,1,281.78,0.05,14.09,18.0,171.89,285.69,77.8,PayPal,Social (Instagram),,Delivered,7,0.48816018865430477,0.08492327028269409,Marina Silva,marina.silva222@example.com,30,Female,Salvador,PE,33.61,Electronics,Portable Charger,281.78,0.61
O5849,2025-09-15,C1586,P2018,1,415.53,0.1,41.55,9.9,241.01,383.88,123.07,PayPal,Social (Facebook),New Launch,Delivered,3,0.5386788577051549,0.8712399440330244,Ana Souza,ana.souza586@example.com,37,Female,Rio de Janeiro,SC,2.55,Beauty,Lipstick,415.53,0.58
O5850,2024-12-20,C1153,P2001,1,18.94,0.05,0.95,12.5,11.17,30.49,-5.68,Credit Card,Direct,Abandoned Cart,Delivered,2,0.052315585379952956,0.831699037605148,Felipe Almeida,felipe.almeida153@example.com,55,Female,Fortaleza,SC,9.36,Electronics,Smartphone Case,18.94,0.59
O5851,2025-08-04,C1597,P2012,1,379.74,0.0,0.0,5.0,254.43,384.74,120.31,Pix,Social (Facebook),Flash Sale,Returned,2,0.7126149086186097,0.9261279712264187,Camila Carvalho,camila.carvalho597@example.com,66,Male,Belo Horizonte,SP,36.83,Fashion,Sneakers,379.74,0.67
O5852,2024-11-10,C1476,P2014,1,251.75,0.0,0.0,5.0,108.25,256.75,138.5,Debit Card,Email,Summer Sale,Returned,2,0.7393540093915457,0.18647542973809073,Marina Ramos,marina.ramos476@example.com,38,Female,Curitiba,SP,45.53,Fashion,Sunglasses,251.75,0.43
O5853,2025-07-15,C1087,P2002,1,281.78,0.0,0.0,9.9,171.89,291.68,99.99,Boleto,Social (Facebook),Abandoned Cart,Delivered,2,0.6139084015201185,0.366700500565989,Isabela Lima,isabela.lima87@example.com,23,Male,Belo Horizonte,BA,13.94,Electronics,Portable Charger,281.78,0.61
O5854,2025-03-07,C1171,P2007,1,108.27,0.05,5.41,25.0,49.8,127.86,28.06,PayPal,Organic Search,Holiday Promo,Cancelled,4,0.37523918229499453,0.636478236928695,Lucas Nascimento,lucas.nascimento171@example.com,20,Female,Recife,BA,29.33,Home,LED Lamp,108.27,0.46
O5855,2025-02-23,C1152,P2000,1,203.97,0.0,0.0,9.9,130.54,213.87,63.53,Debit Card,Social (Facebook),Summer Sale,Pending,2,0.46046005141207724,0.8158434034811937,Rafael Santos,rafael.santos152@example.com,53,Male,Curitiba,RS,45.61,Electronics,Wireless Headphones,203.97,0.64
O5856,2024-12-07,C1029,P2006,1,20.98,0.0,0.0,9.9,9.44,30.88,1.64,Pix,Email,,Delivered,3,0.8195878611781515,0.3402913024160421,Eduardo Barbosa,eduardo.barbosa29@example.com,23,Female,Porto Alegre,CE,13.41,Home,Throw Pillow,20.98,0.45
O5857,2025-05-23,C1105,P2018,1,415.53,0.0,0.0,9.9,241.01,425.43,164.62,Credit Card,Paid Search,,Delivered,3,0.5546050716300734,0.5007794071753161,Pedro Costa,pedro.costa105@example.com,30,Female,São Paulo,SP,4.25,Beauty,Lipstick,415.53,0.58
O5858,2025-05-28,C1187,P2000,3,203.97,0.05,30.6,12.5,391.62,593.81,177.19,Pix,Organic Search,,Delivered,3,0.7298375840048799,0.3251061317697146,Gustavo Almeida,gustavo.almeida187@example.com,43,Female,Recife,RS,16.26,Electronics,Wireless Headphones,203.97,0.64
O5859,2024-11-09,C1180,P2012,3,379.74,0.1,113.92,12.5,763.28,1037.8,249.52,PayPal,Direct,New Launch,Cancelled,4,0.04395922334612423,0.37158693581714664,Ana Rodrigues,ana.rodrigues180@example.com,26,Male,Brasílis,CE,32.96,Fashion,Sneakers,379.74,0.67
O5860,2025-02-28,C1433,P2004,3,54.76,0.2,32.86,0.0,70.64,131.42,60.78,PayPal,Social (Instagram),New Launch,Delivered,3,0.033388238098181144,0.09752767697037823,Eduardo Gomes,eduardo.gomes433@example.com,33,Female,São Paulo,MG,39.88,Electronics,Smartwatch,54.76,0.43
O5861,2025-01-19,C1584,P2009,1,214.64,0.2,42.93,5.0,137.37,176.71,29.34,Debit Card,Social (Facebook),,Delivered,2,0.4373211319721588,0.6030261186715805,Daniel Oliveira,daniel.oliveira584@example.com,47,Female,Porto Alegre,SP,34.23,Home,Kitchen Knife,214.64,0.64
O5862,2025-04-25,C1226,P2017,3,44.78,0.05,6.72,0.0,67.17,127.62,60.45,Boleto,Direct,,Delivered,4,0.6760467079258639,0.5572364925462597,Mateus Lima,mateus.lima226@example.com,56,Female,Porto Alegre,RJ,26.36,Beauty,Perfume,44.78,0.5
